subtype,cluster_id,prefix_key,rep_name,top3_names,n_members,n_vpn_members,closest3_names,farthest3_names,centroid_sim_min,centroid_sim_max
validation_evidence,21,va:21,Chinchilla outperforming larger models on MMLU with less compute,Chinchilla outperforming larger models on MMLU with less compute | Chinchilla outperforming larger models on downstream benchmarks and lowering inf | Chinchilla outperforms Gopher under equal compute,10,10,Chinchilla outperforming larger models on MMLU with less compute | Chinchilla outperforming larger models on downstream benchmarks and lowering inference cost | Chinchilla outperforms Gopher under equal compute,Charon evaluation outperforming state-of-the-art robustness verifiers on 602 benchmarks | Orca surpasses Vicuna by 100 points on Big Bench Hard and matches ChatGPT on reasoning tasks | Chinchilla experiment showing improved loss when increasing data,0.6466,0.9383
validation_evidence,19,va:19,Theoretical proof that conservative training lower-bounds true objective within T-step neighborhood,Theoretical proof that conservative training lower-bounds true objective within  | convergence proofs for ε-greedy policy improvement | Formal proof of policy gradient theorem guaranteeing ascent to local optimum,71,71,Theoretical proof that conservative training lower-bounds true objective within T-step neighborhood | convergence proofs for ε-greedy policy improvement | Formal proof of policy gradient theorem guaranteeing ascent to local optimum,Proof that P has a prime divisor outside original list | Safely interruptible agents paper and Gym demonstration | Linear regression closed-form vs gradient descent examples produce correct fit,0.4762,0.7643
validation_evidence,36,va:36,Modified architecture reduces ImageNet top-5 error from 18.2% to 16.5%,Modified architecture reduces ImageNet top-5 error from 18.2% to 16.5% | ImageNet top-5 error reduced from 26% to 15% using deep CNNs | 37.5 % top-1 and 17.0 % top-5 error on ILSVRC-2010 beating prior state-of-the-ar,93,93,Modified architecture reduces ImageNet top-5 error from 18.2% to 16.5% | ImageNet top-5 error reduced from 26% to 15% using deep CNNs | 37.5 % top-1 and 17.0 % top-5 error on ILSVRC-2010 beating prior state-of-the-art,Toy Models of Superposition findings of geometric feature compression | No-flattening theorems showing exponential neuron cost when flattening compositional functions | Clune et al 2013 connection cost networks adapted faster to goal switch,0.527,0.7861
validation_evidence,14,va:14,Transformer models outperform prior architectures on language tasks,Transformer models outperform prior architectures on language tasks | Transformer outperforms RNNs on machine translation and classification | transformer achieves state-of-the-art perplexity on language modeling benchmarks,72,72,Transformer models outperform prior architectures on language tasks | Transformer outperforms RNNs on machine translation and classification | transformer achieves state-of-the-art perplexity on language modeling benchmarks (Vaswani et al 2017),LSTM policy with dynamics randomization encodes θ internally and generalizes | Handwriting synthesis alignment accuracy with Gaussian soft attention | Analogy and nearest-neighbor tests on Google News word2vec showing semantic clustering,0.5235,0.7926
validation_evidence,8,va:8,Comprehensive comparative results across 9 benchmarks showing post-hoc methods efficacy,"Comprehensive comparative results across 9 benchmarks showing post-hoc methods e | Mahalanobis method surpasses ODIN in OOD detection across datasets | Improved OOD detection metrics across CamVid OOD, StreetHazards, BDD Anomaly dat",80,80,"Comprehensive comparative results across 9 benchmarks showing post-hoc methods efficacy | Mahalanobis method surpasses ODIN in OOD detection across datasets | Improved OOD detection metrics across CamVid OOD, StreetHazards, BDD Anomaly datasets",Six-month personal dataset correlation matrix showing weak sleep-mood correlations | Distinct clusters align with known subfields and author distributions | Mathematical analysis confirming greater activation reduction for positively skewed OOD distributions,0.5417,0.7694
validation_evidence,26,va:26,Lower adversarial error rate on PGD CIFAR-10 test,Lower adversarial error rate on PGD CIFAR-10 test | MNIST and CIFAR10 adversarial accuracy improvements after PGD training | robust accuracy increase on CIFAR10 under PGD attack,160,160,Lower adversarial error rate on PGD CIFAR-10 test | MNIST and CIFAR10 adversarial accuracy improvements after PGD training | robust accuracy increase on CIFAR10 under PGD attack,PSO attack ineffectiveness on point-function locking schemes | NeuFuzz crash discovery rate tripled versus baseline | Adoption of differential privacy as de facto standard in analytics,0.4645,0.8381
validation_evidence,24,va:24,Ablation study shows large performance drop when prioritised replay or multi-step returns removed,Ablation study shows large performance drop when prioritised replay or multi-ste | Ablation study shows significant performance degradation without replay or targe | Ablation study showing quality drop without key techniques and instability witho,31,31,Ablation study shows large performance drop when prioritised replay or multi-step returns removed | Ablation study shows significant performance degradation without replay or target network | Ablation study showing quality drop without key techniques and instability without layer normalization,Observation that tail recursive factorial uses constant stack depth | Attention pattern changes when RTG token modified | 60% stack_green_on_red success with unseen objects,0.469,0.8323
validation_evidence,7,va:7,Case studies showing interpretability exposes neuron-level misalignment in language models,Case studies showing interpretability exposes neuron-level misalignment in langu | Case studies demonstrate interpretable circuits in vision networks | Feature visualization revealing coherent circuits in classifiers,45,45,Case studies showing interpretability exposes neuron-level misalignment in language models | Case studies demonstrate interpretable circuits in vision networks | Feature visualization revealing coherent circuits in classifiers,Empirical neuron counts across primates showing human cortex is linearly scaled-up | eliminating grokking via hyperparameter tuning in Omnigrok experiments | Occlusion-grounded sensitivity benchmarks for salience methods,0.5202,0.8403
validation_evidence,9,va:9,Expert survey showing broad consensus on 49 of 50 AI safety proposals,Expert survey showing broad consensus on 49 of 50 AI safety proposals | Recent government AI governance actions indicating feasibility of regulation | public polling shows support for strong AI regulation,129,129,Expert survey showing broad consensus on 49 of 50 AI safety proposals | Recent government AI governance actions indicating feasibility of regulation | public polling shows support for strong AI regulation,Non-commercial clause in Alpaca terms of use | WHO and GHS high international biosafety ratings for Canada | increase from 24M to 242M jobs and 11x wages since 1900,0.4418,0.7885
validation_evidence,25,va:25,AiMotive evidence of remote testers predicting system failures,AiMotive evidence of remote testers predicting system failures | Empirical evidence from reference autonomous robot architectures achieving relia | Tesla autopilot crash demonstrating safeguard insufficiency,27,27,AiMotive evidence of remote testers predicting system failures | Empirical evidence from reference autonomous robot architectures achieving reliability | Tesla autopilot crash demonstrating safeguard insufficiency,Tweet report of wheelchair user trapped by delivery robot on Forbes Avenue | two-year uninterrupted operation of VNS voice browser | IdentiFlight RCT showing 75–89% reduction in eagle fatalities at wind farms,0.5289,0.7783
validation_evidence,11,va:11,experiment 4: effectiveness in unstructured environment,"experiment 4: effectiveness in unstructured environment | Human study shows experimental explanations increase intelligibility, mental mod | experiment 1: metacognitive feedback improves far-sighted planning",81,81,"experiment 4: effectiveness in unstructured environment | Human study shows experimental explanations increase intelligibility, mental model, trust compared to baselines | experiment 1: metacognitive feedback improves far-sighted planning",Case study showing marital status feature dominance in census income model | Mean concern level increase of 1.5 points after trusted source exposure | Organoids influencing rat behaviour indicates functional integration,0.5028,0.7813
validation_evidence,1,va:1,Human-preference trained agent success in Atari tasks,Human-preference trained agent success in Atari tasks | Human-level performance on long-horizon tasks with ~100 demonstrations | Atari imitation learning experiments achieving better-than-demonstrator performa,266,266,Human-preference trained agent success in Atari tasks | Human-level performance on long-horizon tasks with ~100 demonstrations | Atari imitation learning experiments achieving better-than-demonstrator performance,Human developmental studies on false-belief tasks | SmartIX surpasses baselines in TPC-H query-per-hour performance while using less storage | Atari Grand Challenge dataset contains 9.7 million frames across five games,0.4893,0.8098
validation_evidence,4,va:4,Few-shot classification accuracy improvements using MAML benchmarks,Few-shot classification accuracy improvements using MAML benchmarks | High accuracy and low recognition time across 15 domains with up to 80% incomple | Accuracy gains on reasoning benchmarks via Zero-shot-CoT,98,98,Few-shot classification accuracy improvements using MAML benchmarks | High accuracy and low recognition time across 15 domains with up to 80% incompleteness | Accuracy gains on reasoning benchmarks via Zero-shot-CoT,LangChain prototypes respecting identity and constraints | Development time of 4 months vs estimated 2 years for custom models | Progress towards C. elegans whole brain emulation,0.4741,0.7452
validation_evidence,15,va:15,Anthropic experiments showing reduced harmful outputs with CAI,Anthropic experiments showing reduced harmful outputs with CAI | Human evaluation shows higher harmlessness and reduced evasiveness compared to R | Reduced toxicity and misinformation after RLHF in experiments,88,88,Anthropic experiments showing reduced harmful outputs with CAI | Human evaluation shows higher harmlessness and reduced evasiveness compared to RLHF baseline | Reduced toxicity and misinformation after RLHF in experiments,Partial soliloquy reproduction from internal phrase prompt | telomerase gene therapy increases median lifespan in mice by 24% | Mousepox vaccine-resistance experiment demonstrating engineered lethality,0.4499,0.7948
validation_evidence,30,va:30,Historical governance successes mitigating technology risks,Historical governance successes mitigating technology risks | Historical success of licensing and export control regimes in safety-critical do | Historical success of defense in depth in nuclear safety via PALs,62,62,Historical governance successes mitigating technology risks | Historical success of licensing and export control regimes in safety-critical domains | Historical success of defense in depth in nuclear safety via PALs,Autonomous drone attack in Libya 2020 without human control | Grimshaw v. Ford Pinto liability for ignored internal safety memos | UN Resolution 715 recommending subcommittee on atomic armaments,0.4485,0.782
validation_evidence,38,va:38,GPT-3 few-shot results near state-of-the-art without fine-tuning,GPT-3 few-shot results near state-of-the-art without fine-tuning | High benchmark accuracy of GPT-3 in zero/one/few-shot settings | GPT-4 achieving 86% MMLU score evidence,46,46,GPT-3 few-shot results near state-of-the-art without fine-tuning | High benchmark accuracy of GPT-3 in zero/one/few-shot settings | GPT-4 achieving 86% MMLU score evidence,Causal tracing edits preserve performance | Observed increase in bias on BBQ benchmark with larger language models | Improved accuracy on last-letter-concatenation across list lengths,0.5146,0.8228
validation_evidence,35,va:35,Simulation and offline user studies show improved coordination and efficiency,"Simulation and offline user studies show improved coordination and efficiency | simulation and real robot experiments showing high performance with few expert q | Reduced failures and maintained performance in navigation, locomotion, manipulat",70,70,"Simulation and offline user studies show improved coordination and efficiency | simulation and real robot experiments showing high performance with few expert queries | Reduced failures and maintained performance in navigation, locomotion, manipulation benchmarks",PLAN investments in Haidou-1 and Sea-Whale 2000 AUVs | Successful deployment of Songgolmae and KUS-9 UAVs expanding operational area | simulation study showing lower ergonomic cost with expected-cost optimisation,0.4848,0.7927
validation_evidence,28,va:28,Red teaming successes in cybersecurity demonstrating vulnerability discovery,Red teaming successes in cybersecurity demonstrating vulnerability discovery | Stable Diffusion safety filter vulnerabilities uncovered by red teaming (Rando e | Red teaming reveals vulnerabilities in AI systems,63,63,"Red teaming successes in cybersecurity demonstrating vulnerability discovery | Stable Diffusion safety filter vulnerabilities uncovered by red teaming (Rando et al., 2022) | Red teaming reveals vulnerabilities in AI systems",ARMOR deployment at LAX improved security patrol effectiveness | Verizon 2022 DBIR statistic of 25 percent breaches involving insiders | Presence of biased content in training datasets leading to harmful outputs,0.5326,0.804
validation_evidence,31,va:31,"Successful formal verification of safety-critical software (flight, rail, pacemaker etc.)","Successful formal verification of safety-critical software (flight, rail, pacema | seL4 functional correctness proof covering 10k lines of C code | Intel's 15 years of formal property verification improving CPU reliability",37,37,"Successful formal verification of safety-critical software (flight, rail, pacemaker etc.) | seL4 functional correctness proof covering 10k lines of C code | Intel's 15 years of formal property verification improving CPU reliability",Fourier transform of cos(t) over truncated window shows energy spread across frequencies | Empirical failures of unilateral concessions in US politics | Ubiquitous use of base-2 positional encoding in modern computers,0.3774,0.7856
validation_evidence,32,va:32,Donor responsiveness demonstrated by hitting $750k 2016 fundraiser goal at MIRI,Donor responsiveness demonstrated by hitting $750k 2016 fundraiser goal at MIRI | Winning $60k in matching and prizes indicates fundraising effectiveness | Open Philanthropy Project $500k grant offsetting budget gap at MIRI,31,31,Donor responsiveness demonstrated by hitting $750k 2016 fundraiser goal at MIRI | Winning $60k in matching and prizes indicates fundraising effectiveness | Open Philanthropy Project $500k grant offsetting budget gap at MIRI,US software engineer salary data indicating high earning potential for donations | Charity Commission CC9 guidance on political activity | Initial $50 offers and investor buy offers on Manifund demonstrate liquidity,0.493,0.832
validation_evidence,33,va:33,17x training speedup and 90% GPU utilization after pipeline refactor,17x training speedup and 90% GPU utilization after pipeline refactor | Compute increase 300kx and efficiency improvement 44x between 2012-2019 | Linear throughput scaling to 47 TF per GPU training 1T parameter model,75,75,17x training speedup and 90% GPU utilization after pipeline refactor | Compute increase 300k× and efficiency improvement 44× between 2012-2019 | Linear throughput scaling to 47 TF per GPU training 1T parameter model,Empirical fit of DT=k*DF^α*N^β across orders of magnitude | Placeholder feeding prevents out-of-memory error when defining 1e12x1e12 zeros | Loihi processor exhibits flexible connectivity and on-chip learning capabilities,0.5062,0.7783
validation_evidence,27,va:27,US semiconductor export controls data showing widening China compute gap,US semiconductor export controls data showing widening China compute gap | Historical effectiveness of semiconductor export controls | 2022 US chip export controls reportedly limiting Chinese access to advanced GPUs,26,26,US semiconductor export controls data showing widening China compute gap | Historical effectiveness of semiconductor export controls | 2022 US chip export controls reportedly limiting Chinese access to advanced GPUs,historical solar panel cost declines following German subsidy-induced deployment | 95% of AI investments made by companies with CVC subsidiaries (2013-2020) | Evidence of US advantages in military and English internet data,0.4823,0.8536
validation_evidence,2,va:2,Expert survey median 20-30% probabilities of AI existential catastrophe,Expert survey median 20-30% probabilities of AI existential catastrophe | 2016-17 AI researcher survey assigning 5% extinction probability to AI | Convergent probability estimates of >10 % TAI by 2036,62,62,Expert survey median 20-30% probabilities of AI existential catastrophe | 2016-17 AI researcher survey assigning 5% extinction probability to AI | Convergent probability estimates of >10 % TAI by 2036,Probability distribution of observed planet formation times vs τ (Figure 1) supporting τ lower bound | 400x cost reduction example in card illustration budget using Midjourney | 22-year median dating error on Wikipedia biographies using chronon models,0.4718,0.7796
validation_evidence,22,va:22,Prediction markets beat ordinary teams by about 20%,Prediction markets beat ordinary teams by about 20% | Empirical superiority of superforecasters in long-term calibration | 2022 forecasting contest results showing capability progress faster than predict,41,41,Prediction markets beat ordinary teams by about 20% | Empirical superiority of superforecasters in long-term calibration | 2022 forecasting contest results showing capability progress faster than predicted,Augur Venezuelan presidency market resolved as Invalid due to ambiguity | Operational Manifold Markets without SEC intervention | Polymarket boxing match probabilistic resolution example,0.4394,0.7965
validation_evidence,6,va:6,Improved learning stability observed in actor-critic algorithms in RL benchmarks,Improved learning stability observed in actor-critic algorithms in RL benchmarks | Empirical faster convergence with baseline in policy gradient | Empirical variance reduction and faster convergence with baseline-subtracted gra,27,27,Improved learning stability observed in actor-critic algorithms in RL benchmarks | Empirical faster convergence with baseline in policy gradient | Empirical variance reduction and faster convergence with baseline-subtracted gradients,"Empirical demonstrations of SSX on Four Rooms, Door-Key, and Minipacman domains | Dopamine temporal difference error correspondence | Evaluation on PDDLGym simulator domains showing correct model extraction via image classifiers",0.5759,0.7615
validation_evidence,23,va:23,AlphaZero outperforming human data-based Go systems,AlphaZero outperforming human data-based Go systems | AlphaZero self-play surpassing human Go performance | AlphaGo superhuman performance using MCTS self-play,29,29,AlphaZero outperforming human data-based Go systems | AlphaZero self-play surpassing human Go performance | AlphaGo superhuman performance using MCTS self-play,TStarBot1 PPO win-rate 97% vs level-9 built-in AI after 2000M frames | AlphaStar combat APM histogram exceeding 500 vs human ceiling 350 | AI successes in protein folding and drug discovery prototypes,0.643,0.9031
validation_evidence,17,va:17,Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence,Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence | RLHF improved helpfulness and harmlessness metrics in GPT-4 | ChatGPT demonstrates improved helpfulness yet exhibits misalignment failures,76,76,Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence | RLHF improved helpfulness and harmlessness metrics in GPT-4 | ChatGPT demonstrates improved helpfulness yet exhibits misalignment failures,Italian DPA public ban announcement of ChatGPT on 31 March 2023 | Retrieval augmentation reduces hallucination in conversation models | ChatGPT plugin code execution sandbox prevented harmful system modifications,0.5376,0.8312
validation_evidence,3,va:3,Empirical observations of current AI misalignment behaviors,Empirical observations of current AI misalignment behaviors | AI-box experiment and channel-capacity analyses | Documented biased hiring AI cases and RL shortcut game examples,27,27,Empirical observations of current AI misalignment behaviors | AI-box experiment and channel-capacity analyses | Documented biased hiring AI cases and RL shortcut game examples,EU position papers and industry outreach referencing RP insect research | 2021 farm animal welfare victories benefiting millions of animals | Error rate reduced by 50% compared to FLAN baseline,0.5489,0.7553
validation_evidence,18,va:18,Case studies of public acceptance improvements with explainable AI,Case studies of public acceptance improvements with explainable AI | Successful pilot of AI Incident Database cataloging real-world AI harms | FDA clearance processes highlighting necessity of bias mitigation,40,40,Case studies of public acceptance improvements with explainable AI | Successful pilot of AI Incident Database cataloging real-world AI harms | FDA clearance processes highlighting necessity of bias mitigation,Econometric analysis of 1.1 M apps shows weak elasticity of demand and price to permissions | Molecular studies showing Far-UVC damages pathogens but not human tissue | Tim Shaw family recognition of synthesized personal voice,0.4582,0.779
validation_evidence,16,va:16,Verified controller avoided collisions whereas unverified one collided in simulation,Verified controller avoided collisions whereas unverified one collided in simula | reduced safety violations and enhanced worst-case performance | Battlefield simulator validation of hybrid controller safety constraints,17,17,Verified controller avoided collisions whereas unverified one collided in simulation | reduced safety violations and enhanced worst-case performance | Battlefield simulator validation of hybrid controller safety constraints,MonitoredSession automatically initializes variables and prevents graph mutation errors | STPA identifies >70 causal factors in automotive parking assist vs. 7 using bow tie | Field observation of cue-agnostic robot in Delft city center showing human avoidance and teasing behaviors,0.5884,0.8117
validation_evidence,13,va:13,Biased credit scoring outcomes in deployed systems,Biased credit scoring outcomes in deployed systems | Documented cases of bias in credit scoring and sentencing algorithms prompting c | lower recidivism false positives after equalized odds constraint application,23,23,Biased credit scoring outcomes in deployed systems | Documented cases of bias in credit scoring and sentencing algorithms prompting corrective audits | lower recidivism false positives after equalized odds constraint application,Improved biodiversity indices from Leinster diversity using genetic distances | Increased topic coverage after keyword expansion | simulation RMSE reduction in GWAS data using deconfounder (49.6→41.2),0.5543,0.8026
validation_evidence,29,va:29,Google data centers 30 percent reduction in cooling energy with AI control,Google data centers 30 percent reduction in cooling energy with AI control | Energy consumption studies demonstrate high emissions from AI training and deplo | Stable data center emissions despite compute growth,3,3,Google data centers 30 percent reduction in cooling energy with AI control | Energy consumption studies demonstrate high emissions from AI training and deployment | Stable data center emissions despite compute growth,Stable data center emissions despite compute growth | Energy consumption studies demonstrate high emissions from AI training and deployment | Google data centers 30 percent reduction in cooling energy with AI control,0.8308,0.854
