risk_cid,bfamily_id,n_paths_r2c,interv_cid,n_paths_c2i,n_triplet_paths,risk_name,chain_name,interv_name
15,645,6,15,12,6,Opaque AI decision-making undermines oversight and safety,,Pre-deployment mechanistic interpretability audits
10,200,6,8,55,6,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
9,653,6,5,6,6,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment adversarial red-teaming and robustness testing
21,10,6,8,517,6,Catastrophic AI misalignment and loss of control,Funding-driven growth of AI safety research capacity,Expand AI Safety Research Funding and Capacity
20,882,6,8,8,6,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
34,695,6,8,9,6,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
12,627,6,6,12,6,Catastrophic risks from misaligned advanced AI,,PGD Adversarial Training for Robust Fine-Tuning
19,538,6,19,10,6,Misaligned AI takeover and human disempowerment,,Demonstration-Based Policy Pretraining
0,286,6,11,16,6,Out-of-distribution generalization failure,,Public AI risk outreach and educational dissemination
0,286,6,8,16,6,Out-of-distribution generalization failure,,Expand AI Safety Research Funding and Capacity
16,1109,6,24,6,6,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
0,285,6,35,16,6,Out-of-distribution generalization failure,,Human-preference reward model fine-tuning
0,285,6,5,16,6,Out-of-distribution generalization failure,,Pre-deployment adversarial red-teaming and robustness testing
20,26,6,8,323,6,Deceptive alignment and hidden objectives,Funding-driven expansion of AI safety capacity,Expand AI Safety Research Funding and Capacity
21,271,6,11,6,6,Catastrophic AI misalignment and loss of control,,Public AI risk outreach and educational dissemination
20,21,6,35,175,6,Deceptive alignment and hidden objectives,Preventing reward hacking through robust evaluation,Human-preference reward model fine-tuning
21,271,6,8,27,6,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
20,21,6,5,175,6,Deceptive alignment and hidden objectives,Preventing reward hacking through robust evaluation,Pre-deployment adversarial red-teaming and robustness testing
20,18,6,35,190,6,Deceptive alignment and hidden objectives,Human feedback reward-model alignment learning,Human-preference reward model fine-tuning
20,18,6,24,189,6,Deceptive alignment and hidden objectives,Human feedback reward-model alignment learning,RLHF fine-tuning for aligned language models
20,11,6,33,222,6,Deceptive alignment and hidden objectives,Behavior shaping via reflective alignment prompting,Deployment-time prompt engineering for aligned behavior
20,11,6,27,222,6,Deceptive alignment and hidden objectives,Behavior shaping via reflective alignment prompting,KL-Regularized RLHF Fine-Tuning
19,3,6,19,600,6,Misaligned AI takeover and human disempowerment,Robust reward learning and specification gaming,Demonstration-Based Policy Pretraining
19,3,6,5,300,6,Misaligned AI takeover and human disempowerment,Robust reward learning and specification gaming,Pre-deployment adversarial red-teaming and robustness testing
7,18,6,35,190,6,Human extinction from misaligned superintelligent AI,Human feedback reward-model alignment learning,Human-preference reward model fine-tuning
7,18,6,24,189,6,Human extinction from misaligned superintelligent AI,Human feedback reward-model alignment learning,RLHF fine-tuning for aligned language models
35,741,6,35,9,6,Advanced AI value misalignment risk,,Human-preference reward model fine-tuning
35,900,6,32,8,6,Advanced AI value misalignment risk,,Attainable Utility Preservation reward penalty
16,1108,6,4,6,6,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
35,898,6,24,8,6,Advanced AI value misalignment risk,,RLHF fine-tuning for aligned language models
22,1252,6,15,6,6,Deceptive and Harmful Language Model Outputs,,Pre-deployment mechanistic interpretability audits
26,1166,6,8,6,6,Misaligned AGI existential catastrophe,,Expand AI Safety Research Funding and Capacity
25,127,6,4,107,6,Misaligned Superintelligent AI Existential Risk,,Pre-deployment safety gates and controlled release
25,84,6,32,160,6,Misaligned Superintelligent AI Existential Risk,,Attainable Utility Preservation reward penalty
24,436,6,19,12,6,Objective Misspecification and Misaligned Optimization,,Demonstration-Based Policy Pretraining
24,436,6,5,6,6,Objective Misspecification and Misaligned Optimization,,Pre-deployment adversarial red-teaming and robustness testing
22,1246,6,6,6,6,Deceptive and Harmful Language Model Outputs,,PGD Adversarial Training for Robust Fine-Tuning
20,578,6,15,10,6,Deceptive alignment and hidden objectives,,Pre-deployment mechanistic interpretability audits
20,676,6,35,11,6,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
4,539,6,35,15,6,Unsafe and Sample-Inefficient RL Exploration,,Human-preference reward model fine-tuning
9,577,6,8,14,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
0,1,6,8,1372,6,Out-of-distribution generalization failure,Funding and consensus-building for AI safety capacity,Expand AI Safety Research Funding and Capacity
0,1,6,11,277,6,Out-of-distribution generalization failure,Funding and consensus-building for AI safety capacity,Public AI risk outreach and educational dissemination
17,1,6,8,1372,6,Adversarial Image Classification Misclassification,Funding and consensus-building for AI safety capacity,Expand AI Safety Research Funding and Capacity
17,1,6,11,277,6,Adversarial Image Classification Misclassification,Funding and consensus-building for AI safety capacity,Public AI risk outreach and educational dissemination
19,401,6,8,21,6,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
34,2,6,8,1210,6,Instrumental power-seeking by advanced AI agents,AI safety research funding and capacity building,Expand AI Safety Research Funding and Capacity
19,980,6,10,7,6,Misaligned AI takeover and human disempowerment,,Governed AI oversight and compliance regimes
1,33,6,35,274,6,Malicious misuse of frontier AI for large-scale harm,Human feedback reward modeling for alignment,Human-preference reward model fine-tuning
20,720,6,8,10,6,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
0,297,6,0,30,6,Out-of-distribution generalization failure,,Training-time regularization for robust generalization
35,1251,6,4,6,6,Advanced AI value misalignment risk,,Pre-deployment safety gates and controlled release
11,902,6,11,8,6,Misforecasted AI Timelines Undermining Safety Preparedness,,Public AI risk outreach and educational dissemination
38,105,6,8,135,6,Catastrophic AGI Misalignment Risk,,Expand AI Safety Research Funding and Capacity
34,26,6,8,323,6,Instrumental power-seeking by advanced AI agents,Funding-driven expansion of AI safety capacity,Expand AI Safety Research Funding and Capacity
34,538,6,19,10,6,Instrumental power-seeking by advanced AI agents,,Demonstration-Based Policy Pretraining
16,653,6,35,6,6,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
16,653,6,5,6,6,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
16,746,6,15,10,6,Insufficient AI safety research capacity,,Pre-deployment mechanistic interpretability audits
16,30,6,11,149,6,Insufficient AI safety research capacity,Expanding alignment research capacity and skill,Public AI risk outreach and educational dissemination
16,30,6,8,149,6,Insufficient AI safety research capacity,Expanding alignment research capacity and skill,Expand AI Safety Research Funding and Capacity
10,216,6,8,40,6,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
0,283,6,8,16,6,Out-of-distribution generalization failure,,Expand AI Safety Research Funding and Capacity
10,216,6,11,7,6,Existential catastrophe from misaligned AI,,Public AI risk outreach and educational dissemination
9,1256,6,8,6,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
9,1254,6,8,6,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
2,3,6,19,600,6,AI arms race causing unsafe deployment,Robust reward learning and specification gaming,Demonstration-Based Policy Pretraining
2,3,6,5,300,6,AI arms race causing unsafe deployment,Robust reward learning and specification gaming,Pre-deployment adversarial red-teaming and robustness testing
35,1356,6,24,6,6,Advanced AI value misalignment risk,,RLHF fine-tuning for aligned language models
16,625,6,8,10,6,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
12,92,6,35,150,6,Catastrophic risks from misaligned advanced AI,,Human-preference reward model fine-tuning
0,283,6,15,16,6,Out-of-distribution generalization failure,,Pre-deployment mechanistic interpretability audits
0,284,6,35,32,6,Out-of-distribution generalization failure,,Human-preference reward model fine-tuning
2,583,6,10,13,6,AI arms race causing unsafe deployment,,Governed AI oversight and compliance regimes
2,871,6,1,8,6,AI arms race causing unsafe deployment,,Continuous anomaly monitoring and safety tripwires
37,666,6,35,6,6,AI-driven labor displacement and socioeconomic instability,,Human-preference reward model fine-tuning
11,901,6,11,8,6,Misforecasted AI Timelines Undermining Safety Preparedness,,Public AI risk outreach and educational dissemination
37,666,6,24,6,6,AI-driven labor displacement and socioeconomic instability,,RLHF fine-tuning for aligned language models
6,20,6,35,360,6,Reward Misspecification and Reward Hacking,Human-feedback alignment and goal specification,Human-preference reward model fine-tuning
6,77,6,8,172,6,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
20,34,6,15,270,6,Deceptive alignment and hidden objectives,Mechanistic interpretability for hidden model cognition,Pre-deployment mechanistic interpretability audits
6,34,6,15,270,6,Reward Misspecification and Reward Hacking,Mechanistic interpretability for hidden model cognition,Pre-deployment mechanistic interpretability audits
6,9,6,8,538,6,Reward Misspecification and Reward Hacking,AI safety capacity building via funding and fellowships,Expand AI Safety Research Funding and Capacity
6,31,6,35,288,6,Reward Misspecification and Reward Hacking,Human-feedback reward modeling for objective alignment,Human-preference reward model fine-tuning
35,469,6,8,9,6,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
9,546,6,19,10,6,Deployed AI Misalignment Causes Societal Harm,,Demonstration-Based Policy Pretraining
35,469,6,11,8,6,Advanced AI value misalignment risk,,Public AI risk outreach and educational dissemination
7,964,6,8,7,6,Human extinction from misaligned superintelligent AI,,Expand AI Safety Research Funding and Capacity
22,861,6,4,8,6,Deceptive and Harmful Language Model Outputs,,Pre-deployment safety gates and controlled release
0,274,6,8,33,6,Out-of-distribution generalization failure,,Expand AI Safety Research Funding and Capacity
18,18,6,35,190,6,Catastrophic Superintelligent AI Misalignment,Human feedback reward-model alignment learning,Human-preference reward model fine-tuning
18,18,6,24,189,6,Catastrophic Superintelligent AI Misalignment,Human feedback reward-model alignment learning,RLHF fine-tuning for aligned language models
26,327,6,8,27,6,Misaligned AGI existential catastrophe,,Expand AI Safety Research Funding and Capacity
18,58,6,10,211,6,Catastrophic Superintelligent AI Misalignment,,Governed AI oversight and compliance regimes
34,1153,6,8,6,6,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
7,44,6,24,239,6,Human extinction from misaligned superintelligent AI,,RLHF fine-tuning for aligned language models
37,471,6,35,17,6,AI-driven labor displacement and socioeconomic instability,,Human-preference reward model fine-tuning
9,446,6,27,9,6,Deployed AI Misalignment Causes Societal Harm,,KL-Regularized RLHF Fine-Tuning
35,212,6,8,27,6,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
22,1080,7,8,6,6,Deceptive and Harmful Language Model Outputs,,Expand AI Safety Research Funding and Capacity
35,299,6,24,30,6,Advanced AI value misalignment risk,,RLHF fine-tuning for aligned language models
12,221,6,25,43,6,Catastrophic risks from misaligned advanced AI,,Explainable decision support with uncertainty and counterfactuals
20,290,6,11,6,6,Deceptive alignment and hidden objectives,,Public AI risk outreach and educational dissemination
20,290,6,8,25,6,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
24,333,6,8,26,6,Objective Misspecification and Misaligned Optimization,,Expand AI Safety Research Funding and Capacity
35,1263,6,8,6,6,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
21,19,6,35,377,6,Catastrophic AI misalignment and loss of control,Human feedback reward-model alignment,Human-preference reward model fine-tuning
38,244,6,35,36,6,Catastrophic AGI Misalignment Risk,,Human-preference reward model fine-tuning
20,860,6,8,8,6,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
2,873,6,5,8,6,AI arms race causing unsafe deployment,,Pre-deployment adversarial red-teaming and robustness testing
2,734,6,8,10,6,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
35,212,6,35,21,6,Advanced AI value misalignment risk,,Human-preference reward model fine-tuning
25,101,35,4,6,6,Misaligned Superintelligent AI Existential Risk,,Pre-deployment safety gates and controlled release
4,673,12,30,6,6,Unsafe and Sample-Inefficient RL Exploration,,Periodic target networks for stable Q-learning
35,139,6,4,93,6,Advanced AI value misalignment risk,,Pre-deployment safety gates and controlled release
6,114,6,13,62,6,Reward Misspecification and Reward Hacking,,Multi-objective recommender ranking with safety penalties
12,967,6,11,7,6,Catastrophic risks from misaligned advanced AI,,Public AI risk outreach and educational dissemination
25,101,35,8,6,6,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
21,132,35,8,6,6,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
6,8,6,11,362,6,Reward Misspecification and Reward Hacking,Grant-funded AI safety talent pipeline,Public AI risk outreach and educational dissemination
12,626,10,5,6,6,Catastrophic risks from misaligned advanced AI,,Pre-deployment adversarial red-teaming and robustness testing
12,189,6,8,48,6,Catastrophic risks from misaligned advanced AI,,Expand AI Safety Research Funding and Capacity
10,837,6,39,8,6,Existential catastrophe from misaligned AI,,Export controls on advanced AI hardware
4,13,6,8,403,6,Unsafe and Sample-Inefficient RL Exploration,Grant-driven expansion of AI safety research,Expand AI Safety Research Funding and Capacity
6,8,6,8,316,6,Reward Misspecification and Reward Hacking,Grant-funded AI safety talent pipeline,Expand AI Safety Research Funding and Capacity
20,109,19,11,6,6,Deceptive alignment and hidden objectives,,Public AI risk outreach and educational dissemination
6,13,6,8,403,6,Reward Misspecification and Reward Hacking,Grant-driven expansion of AI safety research,Expand AI Safety Research Funding and Capacity
12,795,6,0,9,6,Catastrophic risks from misaligned advanced AI,,Training-time regularization for robust generalization
6,553,6,8,14,6,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
6,712,6,32,10,6,Reward Misspecification and Reward Hacking,,Attainable Utility Preservation reward penalty
20,47,6,32,228,6,Deceptive alignment and hidden objectives,,Attainable Utility Preservation reward penalty
2,800,6,8,9,6,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
2,737,6,17,10,6,AI arms race causing unsafe deployment,,Runtime control and coordination modules
20,708,6,39,10,6,Deceptive alignment and hidden objectives,,Export controls on advanced AI hardware
6,114,6,35,62,6,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
19,957,7,8,6,6,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
21,1085,7,8,6,6,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
16,447,9,5,6,6,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
0,820,8,9,6,6,Out-of-distribution generalization failure,,Choose robust model architectures at design time
5,763,8,9,6,6,Compute and data inefficiency in AI training,,Choose robust model architectures at design time
20,436,9,5,6,6,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
1,829,9,11,6,6,Malicious misuse of frontier AI for large-scale harm,,Public AI risk outreach and educational dissemination
9,447,9,5,6,6,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment adversarial red-teaming and robustness testing
1,832,9,19,6,6,Malicious misuse of frontier AI for large-scale harm,,Demonstration-Based Policy Pretraining
2,413,10,5,6,6,AI arms race causing unsafe deployment,,Pre-deployment adversarial red-teaming and robustness testing
2,633,8,8,6,6,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
0,765,10,34,6,6,Out-of-distribution generalization failure,,Large-scale pretraining before task fine-tuning
6,552,10,8,6,6,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
21,41,95,19,6,6,Catastrophic AI misalignment and loss of control,,Demonstration-Based Policy Pretraining
25,41,13,19,6,6,Misaligned Superintelligent AI Existential Risk,,Demonstration-Based Policy Pretraining
6,101,13,8,6,6,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
6,101,13,4,6,6,Reward Misspecification and Reward Hacking,,Pre-deployment safety gates and controlled release
2,633,8,15,6,6,AI arms race causing unsafe deployment,,Pre-deployment mechanistic interpretability audits
35,109,14,11,6,6,Advanced AI value misalignment risk,,Public AI risk outreach and educational dissemination
4,1058,7,26,6,6,Unsafe and Sample-Inefficient RL Exploration,,Reward-guided RL fine-tuning with safety constraints
2,1044,7,8,6,6,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
10,101,17,4,6,6,Existential catastrophe from misaligned AI,,Pre-deployment safety gates and controlled release
32,109,7,11,6,6,AI shutdown resistance and control loss,,Public AI risk outreach and educational dissemination
10,1082,7,8,6,6,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
10,132,44,8,6,6,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
9,652,6,6,12,6,Deployed AI Misalignment Causes Societal Harm,,PGD Adversarial Training for Robust Fine-Tuning
34,109,51,11,6,6,Instrumental power-seeking by advanced AI agents,,Public AI risk outreach and educational dissemination
10,101,17,8,6,6,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
4,877,8,6,6,6,Unsafe and Sample-Inefficient RL Exploration,,PGD Adversarial Training for Robust Fine-Tuning
20,648,8,35,6,6,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
20,648,8,24,6,6,Deceptive alignment and hidden objectives,,RLHF fine-tuning for aligned language models
26,101,65,8,6,6,Misaligned AGI existential catastrophe,,Expand AI Safety Research Funding and Capacity
20,691,8,6,6,6,Deceptive alignment and hidden objectives,,PGD Adversarial Training for Robust Fine-Tuning
26,101,65,4,6,6,Misaligned AGI existential catastrophe,,Pre-deployment safety gates and controlled release
19,109,17,11,6,6,Misaligned AI takeover and human disempowerment,,Public AI risk outreach and educational dissemination
35,358,6,8,24,6,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
12,189,6,11,12,6,Catastrophic risks from misaligned advanced AI,,Public AI risk outreach and educational dissemination
34,35,6,24,271,6,Instrumental power-seeking by advanced AI agents,Human-feedback reward modeling for alignment,RLHF fine-tuning for aligned language models
9,822,6,21,7,6,Deployed AI Misalignment Causes Societal Harm,,Formal Verification for Pre-Deployment AI Safety
4,30,6,11,149,6,Unsafe and Sample-Inefficient RL Exploration,Expanding alignment research capacity and skill,Public AI risk outreach and educational dissemination
20,271,22,11,6,6,Deceptive alignment and hidden objectives,,Public AI risk outreach and educational dissemination
9,109,20,11,6,6,Deployed AI Misalignment Causes Societal Harm,,Public AI risk outreach and educational dissemination
1,665,12,8,6,6,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
9,246,6,5,12,6,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment adversarial red-teaming and robustness testing
9,246,6,19,24,6,Deployed AI Misalignment Causes Societal Harm,,Demonstration-Based Policy Pretraining
17,297,6,0,30,6,Adversarial Image Classification Misclassification,,Training-time regularization for robust generalization
18,20,6,35,360,6,Catastrophic Superintelligent AI Misalignment,Human-feedback alignment and goal specification,Human-preference reward model fine-tuning
38,578,6,15,10,6,Catastrophic AGI Misalignment Risk,,Pre-deployment mechanistic interpretability audits
24,1226,6,8,6,6,Objective Misspecification and Misaligned Optimization,,Expand AI Safety Research Funding and Capacity
9,514,6,8,16,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
9,542,6,8,15,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
9,1122,6,8,6,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
9,1123,6,8,6,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
18,85,6,4,159,6,Catastrophic Superintelligent AI Misalignment,,Pre-deployment safety gates and controlled release
4,30,6,8,149,6,Unsafe and Sample-Inefficient RL Exploration,Expanding alignment research capacity and skill,Expand AI Safety Research Funding and Capacity
5,1341,6,19,6,6,Compute and data inefficiency in AI training,,Demonstration-Based Policy Pretraining
21,349,6,6,25,6,Catastrophic AI misalignment and loss of control,,PGD Adversarial Training for Robust Fine-Tuning
1,39,6,8,263,6,Malicious misuse of frontier AI for large-scale harm,Risk forecasting drives elite cost-benefit action,Expand AI Safety Research Funding and Capacity
9,417,6,4,20,6,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment safety gates and controlled release
9,445,6,35,9,6,Deployed AI Misalignment Causes Societal Harm,,Human-preference reward model fine-tuning
9,445,6,24,9,6,Deployed AI Misalignment Causes Societal Harm,,RLHF fine-tuning for aligned language models
9,30,6,8,149,6,Deployed AI Misalignment Causes Societal Harm,Expanding alignment research capacity and skill,Expand AI Safety Research Funding and Capacity
9,30,6,11,149,6,Deployed AI Misalignment Causes Societal Harm,Expanding alignment research capacity and skill,Public AI risk outreach and educational dissemination
1,38,6,4,264,6,Malicious misuse of frontier AI for large-scale harm,Elite risk salience enabling safety capacity building,Pre-deployment safety gates and controlled release
9,651,6,35,12,6,Deployed AI Misalignment Causes Societal Harm,,Human-preference reward model fine-tuning
4,1271,6,8,6,6,Unsafe and Sample-Inefficient RL Exploration,,Expand AI Safety Research Funding and Capacity
9,885,6,4,8,6,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment safety gates and controlled release
22,335,21,5,6,6,Deceptive and Harmful Language Model Outputs,,Pre-deployment adversarial red-teaming and robustness testing
1,1314,6,4,6,6,Malicious misuse of frontier AI for large-scale harm,,Pre-deployment safety gates and controlled release
1,1315,6,39,6,6,Malicious misuse of frontier AI for large-scale harm,,Export controls on advanced AI hardware
1,1318,6,24,6,6,Malicious misuse of frontier AI for large-scale harm,,RLHF fine-tuning for aligned language models
6,41,22,19,6,6,Reward Misspecification and Reward Hacking,,Demonstration-Based Policy Pretraining
9,1120,6,8,6,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
18,49,6,8,228,6,Catastrophic Superintelligent AI Misalignment,,Expand AI Safety Research Funding and Capacity
18,45,6,11,232,6,Catastrophic Superintelligent AI Misalignment,,Public AI risk outreach and educational dissemination
25,164,6,8,75,6,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
26,229,6,35,39,6,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
6,1272,6,35,6,6,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
34,290,12,11,6,6,Instrumental power-seeking by advanced AI agents,,Public AI risk outreach and educational dissemination
18,41,27,19,6,6,Catastrophic Superintelligent AI Misalignment,,Demonstration-Based Policy Pretraining
10,148,6,22,85,6,Existential catastrophe from misaligned AI,,Deployment-time confidence filtering and rejection sampling
25,146,6,8,87,6,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
18,23,6,8,337,6,Catastrophic Superintelligent AI Misalignment,Funding and expert consensus for AI safety capacity,Expand AI Safety Research Funding and Capacity
1,110,6,24,126,6,Malicious misuse of frontier AI for large-scale harm,,RLHF fine-tuning for aligned language models
34,728,6,6,10,6,Instrumental power-seeking by advanced AI agents,,PGD Adversarial Training for Robust Fine-Tuning
34,428,6,8,19,6,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
26,41,27,19,6,6,Misaligned AGI existential catastrophe,,Demonstration-Based Policy Pretraining
9,625,6,8,10,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
34,508,6,8,8,6,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
34,508,6,11,8,6,Instrumental power-seeking by advanced AI agents,,Public AI risk outreach and educational dissemination
35,313,6,8,29,6,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
6,875,6,35,8,6,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
26,46,6,6,163,6,Misaligned AGI existential catastrophe,,PGD Adversarial Training for Robust Fine-Tuning
26,83,6,15,162,6,Misaligned AGI existential catastrophe,,Pre-deployment mechanistic interpretability audits
1,665,12,11,6,6,Malicious misuse of frontier AI for large-scale harm,,Public AI risk outreach and educational dissemination
9,199,6,11,9,6,Deployed AI Misalignment Causes Societal Harm,,Public AI risk outreach and educational dissemination
9,199,6,8,47,6,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
26,46,6,5,67,6,Misaligned AGI existential catastrophe,,Pre-deployment adversarial red-teaming and robustness testing
10,41,24,19,6,6,Existential catastrophe from misaligned AI,,Demonstration-Based Policy Pretraining
1,7,6,8,729,6,Malicious misuse of frontier AI for large-scale harm,Expanding AI safety research and implementation capacity,Expand AI Safety Research Funding and Capacity
26,82,6,1,162,6,Misaligned AGI existential catastrophe,,Continuous anomaly monitoring and safety tripwires
12,626,10,35,6,6,Catastrophic risks from misaligned advanced AI,,Human-preference reward model fine-tuning
26,79,6,1,166,6,Misaligned AGI existential catastrophe,,Continuous anomaly monitoring and safety tripwires
1,1312,6,8,6,6,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
6,878,6,39,8,6,Reward Misspecification and Reward Hacking,,Export controls on advanced AI hardware
6,1234,6,8,6,6,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
6,1236,6,39,6,6,Reward Misspecification and Reward Hacking,,Export controls on advanced AI hardware
38,41,25,19,6,6,Catastrophic AGI Misalignment Risk,,Demonstration-Based Policy Pretraining
20,988,5,5,7,5,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
20,991,5,5,7,5,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
20,1184,5,15,6,5,Deceptive alignment and hidden objectives,,Pre-deployment mechanistic interpretability audits
20,989,5,8,7,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,987,5,4,7,5,Deceptive alignment and hidden objectives,,Pre-deployment safety gates and controlled release
20,990,5,11,7,5,Deceptive alignment and hidden objectives,,Public AI risk outreach and educational dissemination
6,1515,5,35,5,5,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
20,1185,5,1,6,5,Deceptive alignment and hidden objectives,,Continuous anomaly monitoring and safety tripwires
16,549,5,8,12,5,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
6,1127,5,8,6,5,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
15,982,5,8,7,5,Opaque AI decision-making undermines oversight and safety,,Expand AI Safety Research Funding and Capacity
34,5,5,24,855,5,Instrumental power-seeking by advanced AI agents,Human feedback loops for objective alignment,RLHF fine-tuning for aligned language models
16,749,5,8,10,5,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
16,812,5,26,9,5,Insufficient AI safety research capacity,,Reward-guided RL fine-tuning with safety constraints
2,128,5,11,8,5,AI arms race causing unsafe deployment,,Public AI risk outreach and educational dissemination
2,128,5,8,97,5,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
15,1174,5,8,5,5,Opaque AI decision-making undermines oversight and safety,,Expand AI Safety Research Funding and Capacity
38,798,5,8,9,5,Catastrophic AGI Misalignment Risk,,Expand AI Safety Research Funding and Capacity
4,2,5,8,1210,5,Unsafe and Sample-Inefficient RL Exploration,AI safety research funding and capacity building,Expand AI Safety Research Funding and Capacity
4,211,5,35,48,5,Unsafe and Sample-Inefficient RL Exploration,,Human-preference reward model fine-tuning
31,1535,5,8,5,5,Undetected unsafe behavior in deployed AI systems,,Expand AI Safety Research Funding and Capacity
35,1534,5,5,5,5,Advanced AI value misalignment risk,,Pre-deployment adversarial red-teaming and robustness testing
14,1533,5,25,5,5,Unsafe AI Decisions in High-Stakes Settings,,Explainable decision support with uncertainty and counterfactuals
2,1160,5,24,6,5,AI arms race causing unsafe deployment,,RLHF fine-tuning for aligned language models
24,615,5,8,12,5,Objective Misspecification and Misaligned Optimization,,Expand AI Safety Research Funding and Capacity
24,950,5,24,5,5,Objective Misspecification and Misaligned Optimization,,RLHF fine-tuning for aligned language models
1,1323,5,8,5,5,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
