risk_cid,risk_name,group_id,group_name,interv_cid,interv_name,n_triplet_paths
0,Out-of-distribution generalization failure,8,exposing hidden model cognition through mechanistic analysis,8,Expand AI Safety Research Funding and Capacity,6
24,Objective Misspecification and Misaligned Optimization,15,Detection and mitigation of reward mis-specification effects,5,Pre-deployment adversarial red-teaming and robustness testing,6
24,Objective Misspecification and Misaligned Optimization,15,Detection and mitigation of reward mis-specification effects,19,Demonstration-Based Policy Pretraining,6
25,Misaligned Superintelligent AI Existential Risk,14,Alignment via human preference propagation,19,Demonstration-Based Policy Pretraining,6
38,Catastrophic AGI Misalignment Risk,14,Alignment via human preference propagation,19,Demonstration-Based Policy Pretraining,6
0,Out-of-distribution generalization failure,19,Mitigation of Spurious Feature Reliance,0,Training-time regularization for robust generalization,6
0,Out-of-distribution generalization failure,20,Improved generalization via robust feature learning,9,Choose robust model architectures at design time,6
0,Out-of-distribution generalization failure,20,Improved generalization via robust feature learning,34,Large-scale pretraining before task fine-tuning,6
15,Opaque AI decision-making undermines oversight and safety,14,Alignment via human preference propagation,8,Expand AI Safety Research Funding and Capacity,6
34,Instrumental power-seeking by advanced AI agents,2,Robust feature alignment through adversarial optimization,6,PGD Adversarial Training for Robust Fine-Tuning,6
5,Compute and data inefficiency in AI training,7,Aggregated human-aligned iterative model refinement,19,Demonstration-Based Policy Pretraining,6
17,Adversarial Image Classification Misclassification,19,Mitigation of Spurious Feature Reliance,0,Training-time regularization for robust generalization,6
9,Deployed AI Misalignment Causes Societal Harm,17,alignment of learned reward signals with human intent,26,Reward-guided RL fine-tuning with safety constraints,6
18,Catastrophic Superintelligent AI Misalignment,14,Alignment via human preference propagation,19,Demonstration-Based Policy Pretraining,6
4,Unsafe and Sample-Inefficient RL Exploration,14,Alignment via human preference propagation,35,Human-preference reward model fine-tuning,6
9,Deployed AI Misalignment Causes Societal Harm,4,Aligned internal reasoning and goal representation,33,Deployment-time prompt engineering for aligned behavior,6
19,Misaligned AI takeover and human disempowerment,12,Scaling AI Safety Research Capacity and Awareness,10,Governed AI oversight and compliance regimes,6
2,AI arms race causing unsafe deployment,12,Scaling AI Safety Research Capacity and Awareness,1,Continuous anomaly monitoring and safety tripwires,6
2,AI arms race causing unsafe deployment,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,17,Runtime control and coordination modules,6
9,Deployed AI Misalignment Causes Societal Harm,5,Enhanced model transparency enabling proactive vulnerability detection,4,Pre-deployment safety gates and controlled release,6
2,AI arms race causing unsafe deployment,8,exposing hidden model cognition through mechanistic analysis,8,Expand AI Safety Research Funding and Capacity,6
35,Advanced AI value misalignment risk,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,32,Attainable Utility Preservation reward penalty,6
9,Deployed AI Misalignment Causes Societal Harm,14,Alignment via human preference propagation,18,Critique-guided fine-tuning and human feedback,6
35,Advanced AI value misalignment risk,12,Scaling AI Safety Research Capacity and Awareness,35,Human-preference reward model fine-tuning,6
25,Misaligned Superintelligent AI Existential Risk,12,Scaling AI Safety Research Capacity and Awareness,38,Incentivized AI forecasting and prediction systems,5
7,Human extinction from misaligned superintelligent AI,20,Improved generalization via robust feature learning,0,Training-time regularization for robust generalization,5
7,Human extinction from misaligned superintelligent AI,17,alignment of learned reward signals with human intent,23,Human-aware predictive robot control and safety planning,5
7,Human extinction from misaligned superintelligent AI,5,Enhanced model transparency enabling proactive vulnerability detection,6,PGD Adversarial Training for Robust Fine-Tuning,5
7,Human extinction from misaligned superintelligent AI,2,Robust feature alignment through adversarial optimization,15,Pre-deployment mechanistic interpretability audits,5
6,Reward Misspecification and Reward Hacking,14,Alignment via human preference propagation,10,Governed AI oversight and compliance regimes,5
35,Advanced AI value misalignment risk,17,alignment of learned reward signals with human intent,29,"Neuroscience validation platforms for cognition, emulation, and alignment research",5
5,Compute and data inefficiency in AI training,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,5
4,Unsafe and Sample-Inefficient RL Exploration,15,Detection and mitigation of reward mis-specification effects,35,Human-preference reward model fine-tuning,5
2,AI arms race causing unsafe deployment,18,Improved calibration of AI progress forecasts,11,Public AI risk outreach and educational dissemination,5
2,AI arms race causing unsafe deployment,9,Capability race incentives suppressing safety investments,4,Pre-deployment safety gates and controlled release,5
1,Malicious misuse of frontier AI for large-scale harm,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,17,Runtime control and coordination modules,5
1,Malicious misuse of frontier AI for large-scale harm,8,exposing hidden model cognition through mechanistic analysis,25,Explainable decision support with uncertainty and counterfactuals,5
1,Malicious misuse of frontier AI for large-scale harm,1,Systematic Identification of Hidden Model Vulnerabilities,15,Pre-deployment mechanistic interpretability audits,5
0,Out-of-distribution generalization failure,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,5
35,Advanced AI value misalignment risk,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,17,Runtime control and coordination modules,5
33,AI-driven personal data privacy breaches,2,Robust feature alignment through adversarial optimization,6,PGD Adversarial Training for Robust Fine-Tuning,5
35,Advanced AI value misalignment risk,5,Enhanced model transparency enabling proactive vulnerability detection,4,Pre-deployment safety gates and controlled release,5
20,Deceptive alignment and hidden objectives,8,exposing hidden model cognition through mechanistic analysis,25,Explainable decision support with uncertainty and counterfactuals,5
17,Adversarial Image Classification Misclassification,12,Scaling AI Safety Research Capacity and Awareness,10,Governed AI oversight and compliance regimes,5
18,Catastrophic Superintelligent AI Misalignment,12,Scaling AI Safety Research Capacity and Awareness,1,Continuous anomaly monitoring and safety tripwires,5
19,Misaligned AI takeover and human disempowerment,2,Robust feature alignment through adversarial optimization,21,Formal Verification for Pre-Deployment AI Safety,5
19,Misaligned AI takeover and human disempowerment,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,32,Attainable Utility Preservation reward penalty,5
19,Misaligned AI takeover and human disempowerment,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,5
20,Deceptive alignment and hidden objectives,1,Systematic Identification of Hidden Model Vulnerabilities,5,Pre-deployment adversarial red-teaming and robustness testing,5
20,Deceptive alignment and hidden objectives,2,Robust feature alignment through adversarial optimization,26,Reward-guided RL fine-tuning with safety constraints,5
20,Deceptive alignment and hidden objectives,4,Aligned internal reasoning and goal representation,35,Human-preference reward model fine-tuning,5
20,Deceptive alignment and hidden objectives,5,Enhanced model transparency enabling proactive vulnerability detection,5,Pre-deployment adversarial red-teaming and robustness testing,5
26,Misaligned AGI existential catastrophe,6,Detection and mitigation of emergent harmful capabilities,5,Pre-deployment adversarial red-teaming and robustness testing,5
20,Deceptive alignment and hidden objectives,8,exposing hidden model cognition through mechanistic analysis,17,Runtime control and coordination modules,5
20,Deceptive alignment and hidden objectives,8,exposing hidden model cognition through mechanistic analysis,37,ROME-based factual knowledge editing,5
26,Misaligned AGI existential catastrophe,14,Alignment via human preference propagation,18,Critique-guided fine-tuning and human feedback,5
20,Deceptive alignment and hidden objectives,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,17,Runtime control and coordination modules,5
20,Deceptive alignment and hidden objectives,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,23,Human-aware predictive robot control and safety planning,5
20,Deceptive alignment and hidden objectives,12,Scaling AI Safety Research Capacity and Awareness,1,Continuous anomaly monitoring and safety tripwires,5
20,Deceptive alignment and hidden objectives,12,Scaling AI Safety Research Capacity and Awareness,38,Incentivized AI forecasting and prediction systems,5
20,Deceptive alignment and hidden objectives,14,Alignment via human preference propagation,18,Critique-guided fine-tuning and human feedback,5
20,Deceptive alignment and hidden objectives,14,Alignment via human preference propagation,27,KL-Regularized RLHF Fine-Tuning,5
20,Deceptive alignment and hidden objectives,17,alignment of learned reward signals with human intent,19,Demonstration-Based Policy Pretraining,5
20,Deceptive alignment and hidden objectives,17,alignment of learned reward signals with human intent,35,Human-preference reward model fine-tuning,5
22,Deceptive and Harmful Language Model Outputs,5,Enhanced model transparency enabling proactive vulnerability detection,6,PGD Adversarial Training for Robust Fine-Tuning,5
22,Deceptive and Harmful Language Model Outputs,5,Enhanced model transparency enabling proactive vulnerability detection,18,Critique-guided fine-tuning and human feedback,5
24,Objective Misspecification and Misaligned Optimization,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,5
16,Insufficient AI safety research capacity,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,5
15,Opaque AI decision-making undermines oversight and safety,8,exposing hidden model cognition through mechanistic analysis,25,Explainable decision support with uncertainty and counterfactuals,5
9,Deployed AI Misalignment Causes Societal Harm,15,Detection and mitigation of reward mis-specification effects,24,RLHF fine-tuning for aligned language models,5
11,Misforecasted AI Timelines Undermining Safety Preparedness,12,Scaling AI Safety Research Capacity and Awareness,38,Incentivized AI forecasting and prediction systems,5
35,Advanced AI value misalignment risk,2,Robust feature alignment through adversarial optimization,5,Pre-deployment adversarial red-teaming and robustness testing,5
9,Deployed AI Misalignment Causes Societal Harm,17,alignment of learned reward signals with human intent,23,Human-aware predictive robot control and safety planning,5
34,Instrumental power-seeking by advanced AI agents,15,Detection and mitigation of reward mis-specification effects,5,Pre-deployment adversarial red-teaming and robustness testing,5
34,Instrumental power-seeking by advanced AI agents,14,Alignment via human preference propagation,35,Human-preference reward model fine-tuning,5
34,Instrumental power-seeking by advanced AI agents,12,Scaling AI Safety Research Capacity and Awareness,10,Governed AI oversight and compliance regimes,5
33,AI-driven personal data privacy breaches,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,5
33,AI-driven personal data privacy breaches,5,Enhanced model transparency enabling proactive vulnerability detection,22,Deployment-time confidence filtering and rejection sampling,5
33,AI-driven personal data privacy breaches,5,Enhanced model transparency enabling proactive vulnerability detection,18,Critique-guided fine-tuning and human feedback,5
33,AI-driven personal data privacy breaches,5,Enhanced model transparency enabling proactive vulnerability detection,5,Pre-deployment adversarial red-teaming and robustness testing,5
25,Misaligned Superintelligent AI Existential Risk,4,Aligned internal reasoning and goal representation,5,Pre-deployment adversarial red-teaming and robustness testing,5
31,Undetected unsafe behavior in deployed AI systems,12,Scaling AI Safety Research Capacity and Awareness,8,Expand AI Safety Research Funding and Capacity,5
30,Existential catastrophe and human extinction risks,12,Scaling AI Safety Research Capacity and Awareness,4,Pre-deployment safety gates and controlled release,5
26,Misaligned AGI existential catastrophe,14,Alignment via human preference propagation,27,KL-Regularized RLHF Fine-Tuning,5
11,Misforecasted AI Timelines Undermining Safety Preparedness,18,Improved calibration of AI progress forecasts,11,Public AI risk outreach and educational dissemination,5
12,Catastrophic risks from misaligned advanced AI,2,Robust feature alignment through adversarial optimization,18,Critique-guided fine-tuning and human feedback,5
28,Algorithmic discrimination in high-stakes decisions,5,Enhanced model transparency enabling proactive vulnerability detection,12,Pre-deployment bias auditing and fairness mitigation,5
28,Algorithmic discrimination in high-stakes decisions,2,Robust feature alignment through adversarial optimization,6,PGD Adversarial Training for Robust Fine-Tuning,5
26,Misaligned AGI existential catastrophe,16,Robust policy optimization under reward uncertainty,26,Reward-guided RL fine-tuning with safety constraints,5
14,Unsafe AI Decisions in High-Stakes Settings,2,Robust feature alignment through adversarial optimization,5,Pre-deployment adversarial red-teaming and robustness testing,5
14,Unsafe AI Decisions in High-Stakes Settings,2,Robust feature alignment through adversarial optimization,6,PGD Adversarial Training for Robust Fine-Tuning,5
14,Unsafe AI Decisions in High-Stakes Settings,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,5
14,Unsafe AI Decisions in High-Stakes Settings,8,exposing hidden model cognition through mechanistic analysis,25,Explainable decision support with uncertainty and counterfactuals,5
14,Unsafe AI Decisions in High-Stakes Settings,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,5
14,Unsafe AI Decisions in High-Stakes Settings,16,Robust policy optimization under reward uncertainty,2,MCTS-Guided RL Planning and Training,5
0,Out-of-distribution generalization failure,1,Systematic Identification of Hidden Model Vulnerabilities,5,Pre-deployment adversarial red-teaming and robustness testing,5
